id,model,year,trim,category,mileage_km,engine,transmission,fuel_type,color,region_specs,price_aed,price_sar
541,Honda HR-V,2020,LX,SUV صغيرة,85936,2.0L,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),48500,49470
542,Honda HR-V,2020,Sport,SUV صغيرة,82376,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),54000,55080
543,Honda HR-V,2020,Sport,SUV صغيرة,104399,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),66000,67320
544,Honda HR-V,2020,Sport,SUV صغيرة,99363,1.5L توربو,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),62500,63750
545,Honda HR-V,2020,EX,SUV صغيرة,79731,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),66500,67830
546,Honda HR-V,2020,EX,SUV صغيرة,105882,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),67500,68850
547,Honda HR-V,2020,EX,SUV صغيرة,127658,1.5L توربو,CVT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),66500,67830
548,Honda HR-V,2020,EX-L,SUV صغيرة,119235,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات أوروبية,67500,68850
549,Honda HR-V,2020,EX-L,SUV صغيرة,103694,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات أمريكية,83000,84660
550,Honda HR-V,2020,EX-L,SUV صغيرة,108558,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),76000,77520
551,Honda HR-V,2021,LX,SUV صغيرة,81068,2.0L,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),60500,61710
552,Honda HR-V,2021,LX,SUV صغيرة,64763,2.0L,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),64000,65280
553,Honda HR-V,2021,LX,SUV صغيرة,67368,2.0L,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),63000,64260
554,Honda HR-V,2021,Sport,SUV صغيرة,78964,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),71000,72420
555,Honda HR-V,2021,Sport,SUV صغيرة,87091,1.5L توربو,CVT,بنزين,برتقالي,مواصفات أوروبية,67000,68340
556,Honda HR-V,2021,Sport,SUV صغيرة,109261,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),68500,69870
557,Honda HR-V,2021,EX,SUV صغيرة,100137,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات أمريكية,77000,78540
558,Honda HR-V,2021,EX,SUV صغيرة,105037,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات أمريكية,66500,67830
559,Honda HR-V,2021,EX,SUV صغيرة,69350,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات أوروبية,79000,80580
560,Honda HR-V,2021,EX-L,SUV صغيرة,91995,1.5L توربو,CVT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),68500,69870
561,Honda HR-V,2021,EX-L,SUV صغيرة,105329,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),92000,93840
562,Honda HR-V,2021,EX-L,SUV صغيرة,80408,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),84000,85680
563,Honda HR-V,2022,LX,SUV صغيرة,78265,2.0L,CVT,بنزين,برتقالي,مواصفات أوروبية,62000,63240
564,Honda HR-V,2022,LX,SUV صغيرة,54688,2.0L,CVT,بنزين,أسود معدني,مواصفات يابانية,64000,65280
565,Honda HR-V,2022,LX,SUV صغيرة,52925,2.0L,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),62000,63240
566,Honda HR-V,2022,Sport,SUV صغيرة,65093,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),75000,76500
567,Honda HR-V,2022,Sport,SUV صغيرة,79124,1.5L توربو,CVT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),71000,72420
568,Honda HR-V,2022,Sport,SUV صغيرة,50910,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),83500,85170
569,Honda HR-V,2022,EX,SUV صغيرة,57764,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),92500,94350
570,Honda HR-V,2022,EX,SUV صغيرة,73860,1.5L توربو,CVT,بنزين,أحمر كريستالي,مواصفات أوروبية,88500,90270
571,Honda HR-V,2022,EX,SUV صغيرة,72566,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),77000,78540
572,Honda HR-V,2022,EX-L,SUV صغيرة,69402,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),85000,86700
573,Honda HR-V,2022,EX-L,SUV صغيرة,68552,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),85500,87210
574,Honda HR-V,2022,EX-L,SUV صغيرة,82503,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),101000,103020
575,Honda HR-V,2023,LX,SUV صغيرة,48180,2.0L,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),62000,63240
576,Honda HR-V,2023,LX,SUV صغيرة,62072,2.0L,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),74500,75990
577,Honda HR-V,2023,Sport,SUV صغيرة,61722,1.5L توربو,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),78500,80070
578,Honda HR-V,2023,Sport,SUV صغيرة,44351,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),93500,95370
579,Honda HR-V,2023,EX,SUV صغيرة,42713,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),81000,82620
580,Honda HR-V,2023,EX,SUV صغيرة,46113,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),82500,84150
581,Honda HR-V,2023,EX-L,SUV صغيرة,62571,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),112500,114750
582,Honda HR-V,2023,EX-L,SUV صغيرة,63723,1.5L توربو,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),92000,93840
583,Honda HR-V,2024,LX,SUV صغيرة,30762,2.0L,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),70000,71400
584,Honda HR-V,2024,LX,SUV صغيرة,26638,2.0L,CVT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),65000,66300
585,Honda HR-V,2024,Sport,SUV صغيرة,40780,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات أمريكية,90000,91800
586,Honda HR-V,2024,Sport,SUV صغيرة,41921,1.5L توربو,CVT,بنزين,برتقالي,مواصفات أمريكية,95500,97410
587,Honda HR-V,2024,EX,SUV صغيرة,25834,1.5L توربو,CVT,بنزين,أحمر كريستالي,مواصفات أمريكية,83500,85170
588,Honda HR-V,2024,EX,SUV صغيرة,29105,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),97000,98940
589,Honda HR-V,2024,EX-L,SUV صغيرة,32002,1.5L توربو,CVT,بنزين,برتقالي,مواصفات أمريكية,122000,124440
590,Honda HR-V,2024,EX-L,SUV صغيرة,45381,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),96500,98430
591,Honda HR-V,2025,LX,SUV صغيرة,21908,2.0L,CVT,بنزين,أبيض لؤلؤي,مواصفات أمريكية,86500,88230
592,Honda HR-V,2025,LX,SUV صغيرة,23182,2.0L,CVT,بنزين,أسود معدني,مواصفات أوروبية,76500,78030
593,Honda HR-V,2025,Sport,SUV صغيرة,15932,1.5L توربو,CVT,بنزين,برتقالي,مواصفات أوروبية,108500,110670
594,Honda HR-V,2025,Sport,SUV صغيرة,17016,1.5L توربو,CVT,بنزين,برتقالي,مواصفات أمريكية,108000,110160
595,Honda HR-V,2025,EX,SUV صغيرة,12805,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات أمريكية,101000,103020
596,Honda HR-V,2025,EX,SUV صغيرة,22742,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),114500,116790
597,Honda HR-V,2025,EX-L,SUV صغيرة,13775,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),101500,103530
598,Honda HR-V,2025,EX-L,SUV صغيرة,21383,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),130500,133110
599,Honda HR-V,2026,LX,SUV صغيرة,2370,2.0L,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),94000,95880
600,Honda HR-V,2026,LX,SUV صغيرة,780,2.0L,CVT,بنزين,أخضر زيتوني,مواصفات أوروبية,79500,81090
601,Honda HR-V,2026,Sport,SUV صغيرة,485,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات يابانية,97000,98940
602,Honda HR-V,2026,Sport,SUV صغيرة,1087,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),96000,97920
603,Honda HR-V,2026,EX,SUV صغيرة,2027,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),120500,122910
604,Honda HR-V,2026,EX,SUV صغيرة,2201,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),122000,124440
605,Honda HR-V,2026,EX-L,SUV صغيرة,762,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),131500,134130
606,Honda HR-V,2026,EX-L,SUV صغيرة,3023,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات أوروبية,135000,137700
607,Honda Pilot,2018,Sport,SUV كبيرة 3 صفوف,167312,3.5L V6,9-Speed AT,بنزين,برتقالي,مواصفات أمريكية,75500,77010
608,Honda Pilot,2018,Sport,SUV كبيرة 3 صفوف,138989,3.5L V6,9-Speed AT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),88000,89760
609,Honda Pilot,2018,EX-L,SUV كبيرة 3 صفوف,126865,3.5L V6,9-Speed AT,بنزين,أزرق داكن,مواصفات خليجية (GCC),89000,90780
610,Honda Pilot,2018,EX-L,SUV كبيرة 3 صفوف,144231,3.5L V6,9-Speed AT,بنزين,برتقالي,مواصفات خليجية (GCC),98000,99960
611,Honda Pilot,2018,TrailSport,SUV كبيرة 3 صفوف,136841,3.5L V6,10-Speed AT,بنزين,برتقالي,مواصفات خليجية (GCC),89500,91290
612,Honda Pilot,2018,TrailSport,SUV كبيرة 3 صفوف,95163,3.5L V6,10-Speed AT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),92500,94350
613,Honda Pilot,2018,Touring,SUV كبيرة 3 صفوف,150386,3.5L V6,10-Speed AT,بنزين,أزرق داكن,مواصفات يابانية,114500,116790
614,Honda Pilot,2018,Touring,SUV كبيرة 3 صفوف,116321,3.5L V6,10-Speed AT,بنزين,أزرق داكن,مواصفات أمريكية,97500,99450
615,Honda Pilot,2018,Elite,SUV كبيرة 3 صفوف,107892,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات يابانية,122500,124950
616,Honda Pilot,2018,Elite,SUV كبيرة 3 صفوف,104277,3.5L V6,10-Speed AT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),121500,123930
617,Honda Pilot,2018,Black Edition,SUV كبيرة 3 صفوف,148750,3.5L V6,10-Speed AT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),130500,133110
618,Honda Pilot,2018,Black Edition,SUV كبيرة 3 صفوف,154772,3.5L V6,10-Speed AT,بنزين,بني برونزي,مواصفات خليجية (GCC),114000,116280
619,Honda Pilot,2019,Sport,SUV كبيرة 3 صفوف,130189,3.5L V6,9-Speed AT,بنزين,أسود معدني,مواصفات أمريكية,84500,86190
620,Honda Pilot,2019,Sport,SUV كبيرة 3 صفوف,129598,3.5L V6,9-Speed AT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),100000,102000
621,Honda Pilot,2019,EX-L,SUV كبيرة 3 صفوف,90919,3.5L V6,9-Speed AT,بنزين,أزرق داكن,مواصفات خليجية (GCC),98000,99960
622,Honda Pilot,2019,EX-L,SUV كبيرة 3 صفوف,100992,3.5L V6,9-Speed AT,بنزين,رمادي فضي,مواصفات يابانية,119500,121890
623,Honda Pilot,2019,TrailSport,SUV كبيرة 3 صفوف,95531,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),121000,123420
624,Honda Pilot,2019,TrailSport,SUV كبيرة 3 صفوف,135223,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),126000,128520
625,Honda Pilot,2019,Touring,SUV كبيرة 3 صفوف,133463,3.5L V6,10-Speed AT,بنزين,أسود معدني,مواصفات خليجية (GCC),117000,119340
626,Honda Pilot,2019,Touring,SUV كبيرة 3 صفوف,97068,3.5L V6,10-Speed AT,بنزين,بيج شامبين,مواصفات أمريكية,129500,132090
627,Honda Pilot,2019,Elite,SUV كبيرة 3 صفوف,133397,3.5L V6,10-Speed AT,بنزين,أزرق داكن,مواصفات خليجية (GCC),146500,149430
628,Honda Pilot,2019,Elite,SUV كبيرة 3 صفوف,92725,3.5L V6,10-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),138500,141270
629,Honda Pilot,2019,Black Edition,SUV كبيرة 3 صفوف,112115,3.5L V6,10-Speed AT,بنزين,أزرق داكن,مواصفات أمريكية,156000,159120
630,Honda Pilot,2019,Black Edition,SUV كبيرة 3 صفوف,111044,3.5L V6,10-Speed AT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),148000,150960
631,Honda Pilot,2020,Sport,SUV كبيرة 3 صفوف,96946,3.5L V6,9-Speed AT,بنزين,أسود معدني,مواصفات خليجية (GCC),105000,107100
632,Honda Pilot,2020,Sport,SUV كبيرة 3 صفوف,98879,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات خليجية (GCC),120000,122400
633,Honda Pilot,2020,Sport,SUV كبيرة 3 صفوف,74098,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),107500,109650
634,Honda Pilot,2020,EX-L,SUV كبيرة 3 صفوف,114356,3.5L V6,9-Speed AT,بنزين,برتقالي,مواصفات أمريكية,128000,130560
635,Honda Pilot,2020,EX-L,SUV كبيرة 3 صفوف,74443,3.5L V6,9-Speed AT,بنزين,أزرق داكن,مواصفات خليجية (GCC),129500,132090
636,Honda Pilot,2020,EX-L,SUV كبيرة 3 صفوف,88856,3.5L V6,9-Speed AT,بنزين,أخضر زيتوني,مواصفات يابانية,109500,111690
637,Honda Pilot,2020,TrailSport,SUV كبيرة 3 صفوف,121493,3.5L V6,10-Speed AT,بنزين,أخضر زيتوني,مواصفات أمريكية,140000,142800
638,Honda Pilot,2020,TrailSport,SUV كبيرة 3 صفوف,115224,3.5L V6,10-Speed AT,بنزين,بني برونزي,مواصفات خليجية (GCC),119000,121380
639,Honda Pilot,2020,TrailSport,SUV كبيرة 3 صفوف,86552,3.5L V6,10-Speed AT,بنزين,بني برونزي,مواصفات خليجية (GCC),119000,121380
640,Honda Pilot,2020,Touring,SUV كبيرة 3 صفوف,89519,3.5L V6,10-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),145000,147900
641,Honda Pilot,2020,Touring,SUV كبيرة 3 صفوف,78579,3.5L V6,10-Speed AT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),151500,154530
642,Honda Pilot,2020,Touring,SUV كبيرة 3 صفوف,76693,3.5L V6,10-Speed AT,بنزين,أسود معدني,مواصفات يابانية,128000,130560
643,Honda Pilot,2020,Elite,SUV كبيرة 3 صفوف,121543,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),138500,141270
644,Honda Pilot,2020,Elite,SUV كبيرة 3 صفوف,78943,3.5L V6,10-Speed AT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),163000,166260
645,Honda Pilot,2020,Elite,SUV كبيرة 3 صفوف,91237,3.5L V6,10-Speed AT,بنزين,أزرق داكن,مواصفات خليجية (GCC),149500,152490
646,Honda Pilot,2020,Black Edition,SUV كبيرة 3 صفوف,89502,3.5L V6,10-Speed AT,بنزين,أزرق داكن,مواصفات أمريكية,150000,153000
647,Honda Pilot,2020,Black Edition,SUV كبيرة 3 صفوف,79084,3.5L V6,10-Speed AT,بنزين,أزرق داكن,مواصفات أمريكية,157500,160650
648,Honda Pilot,2020,Black Edition,SUV كبيرة 3 صفوف,119538,3.5L V6,10-Speed AT,بنزين,أبيض ثلجي,مواصفات أمريكية,155000,158100
649,Honda Pilot,2021,Sport,SUV كبيرة 3 صفوف,69438,3.5L V6,9-Speed AT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),126500,129030
650,Honda Pilot,2021,Sport,SUV كبيرة 3 صفوف,105212,3.5L V6,9-Speed AT,بنزين,أزرق داكن,مواصفات خليجية (GCC),114500,116790
651,Honda Pilot,2021,Sport,SUV كبيرة 3 صفوف,72827,3.5L V6,9-Speed AT,بنزين,أحمر كريستالي,مواصفات أمريكية,136000,138720
652,Honda Pilot,2021,EX-L,SUV كبيرة 3 صفوف,96722,3.5L V6,9-Speed AT,بنزين,أبيض لؤلؤي,مواصفات يابانية,122000,124440
653,Honda Pilot,2021,EX-L,SUV كبيرة 3 صفوف,75783,3.5L V6,9-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),140500,143310
654,Honda Pilot,2021,EX-L,SUV كبيرة 3 صفوف,70239,3.5L V6,9-Speed AT,بنزين,أخضر زيتوني,مواصفات أمريكية,144000,146880
655,Honda Pilot,2021,TrailSport,SUV كبيرة 3 صفوف,78662,3.5L V6,10-Speed AT,بنزين,بيج شامبين,مواصفات خليجية (GCC),140500,143310
656,Honda Pilot,2021,TrailSport,SUV كبيرة 3 صفوف,78496,3.5L V6,10-Speed AT,بنزين,بني برونزي,مواصفات خليجية (GCC),154500,157590
657,Honda Pilot,2021,TrailSport,SUV كبيرة 3 صفوف,62248,3.5L V6,10-Speed AT,بنزين,أبيض لؤلؤي,مواصفات أمريكية,139500,142290
658,Honda Pilot,2021,Touring,SUV كبيرة 3 صفوف,88969,3.5L V6,10-Speed AT,بنزين,أزرق داكن,مواصفات يابانية,159500,162690
659,Honda Pilot,2021,Touring,SUV كبيرة 3 صفوف,83225,3.5L V6,10-Speed AT,بنزين,بيج شامبين,مواصفات خليجية (GCC),163500,166770
660,Honda Pilot,2021,Touring,SUV كبيرة 3 صفوف,76212,3.5L V6,10-Speed AT,بنزين,أبيض ثلجي,مواصفات أمريكية,164000,167280
661,Honda Pilot,2021,Elite,SUV كبيرة 3 صفوف,82470,3.5L V6,10-Speed AT,بنزين,برتقالي,مواصفات خليجية (GCC),168500,171870
662,Honda Pilot,2021,Elite,SUV كبيرة 3 صفوف,79959,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات أمريكية,185000,188700
663,Honda Pilot,2021,Elite,SUV كبيرة 3 صفوف,62238,3.5L V6,10-Speed AT,بنزين,بيج شامبين,مواصفات خليجية (GCC),154000,157080
664,Honda Pilot,2021,Black Edition,SUV كبيرة 3 صفوف,61273,3.5L V6,10-Speed AT,بنزين,أخضر زيتوني,مواصفات أمريكية,162500,165750
665,Honda Pilot,2021,Black Edition,SUV كبيرة 3 صفوف,81893,3.5L V6,10-Speed AT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),171000,174420
666,Honda Pilot,2021,Black Edition,SUV كبيرة 3 صفوف,97451,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات أوروبية,165000,168300
667,Honda Pilot,2022,Sport,SUV كبيرة 3 صفوف,62860,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات يابانية,121000,123420
668,Honda Pilot,2022,Sport,SUV كبيرة 3 صفوف,76170,3.5L V6,9-Speed AT,بنزين,أسود معدني,مواصفات أوروبية,140500,143310
669,Honda Pilot,2022,Sport,SUV كبيرة 3 صفوف,82625,3.5L V6,9-Speed AT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),142500,145350
670,Honda Pilot,2022,EX-L,SUV كبيرة 3 صفوف,57601,3.5L V6,9-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),160000,163200
671,Honda Pilot,2022,EX-L,SUV كبيرة 3 صفوف,63294,3.5L V6,9-Speed AT,بنزين,أخضر زيتوني,مواصفات يابانية,145500,148410
672,Honda Pilot,2022,EX-L,SUV كبيرة 3 صفوف,69591,3.5L V6,9-Speed AT,بنزين,أسود معدني,مواصفات خليجية (GCC),154500,157590
673,Honda Pilot,2022,TrailSport,SUV كبيرة 3 صفوف,58514,3.5L V6,10-Speed AT,بنزين,أسود معدني,مواصفات أمريكية,181000,184620
674,Honda Pilot,2022,TrailSport,SUV كبيرة 3 صفوف,54915,3.5L V6,10-Speed AT,بنزين,بيج شامبين,مواصفات خليجية (GCC),152000,155040
675,Honda Pilot,2022,TrailSport,SUV كبيرة 3 صفوف,71618,3.5L V6,10-Speed AT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),169500,172890
676,Honda Pilot,2022,Touring,SUV كبيرة 3 صفوف,77667,3.5L V6,10-Speed AT,بنزين,أسود معدني,مواصفات خليجية (GCC),176500,180030
677,Honda Pilot,2022,Touring,SUV كبيرة 3 صفوف,51506,3.5L V6,10-Speed AT,بنزين,أبيض ثلجي,مواصفات أمريكية,193000,196860
678,Honda Pilot,2022,Touring,SUV كبيرة 3 صفوف,49162,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات يابانية,194000,197880
679,Honda Pilot,2022,Elite,SUV كبيرة 3 صفوف,53042,3.5L V6,10-Speed AT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),186000,189720
680,Honda Pilot,2022,Elite,SUV كبيرة 3 صفوف,66846,3.5L V6,10-Speed AT,بنزين,أبيض لؤلؤي,مواصفات أوروبية,208000,212160
681,Honda Pilot,2022,Elite,SUV كبيرة 3 صفوف,76908,3.5L V6,10-Speed AT,بنزين,أحمر كريستالي,مواصفات أمريكية,195500,199410
682,Honda Pilot,2022,Black Edition,SUV كبيرة 3 صفوف,56774,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات أمريكية,185000,188700
683,Honda Pilot,2022,Black Edition,SUV كبيرة 3 صفوف,51151,3.5L V6,10-Speed AT,بنزين,أحمر كريستالي,مواصفات أمريكية,183000,186660
684,Honda Pilot,2022,Black Edition,SUV كبيرة 3 صفوف,54810,3.5L V6,10-Speed AT,بنزين,أسود معدني,مواصفات خليجية (GCC),219000,223380
685,Honda Pilot,2023,Sport,SUV كبيرة 3 صفوف,69222,3.5L V6,9-Speed AT,بنزين,أسود معدني,مواصفات يابانية,143500,146370
686,Honda Pilot,2023,Sport,SUV كبيرة 3 صفوف,33127,3.5L V6,9-Speed AT,بنزين,برتقالي,مواصفات يابانية,140500,143310
687,Honda Pilot,2023,EX-L,SUV كبيرة 3 صفوف,38836,3.5L V6,9-Speed AT,بنزين,برتقالي,مواصفات خليجية (GCC),163500,166770
688,Honda Pilot,2023,EX-L,SUV كبيرة 3 صفوف,36239,3.5L V6,9-Speed AT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),176000,179520
689,Honda Pilot,2023,TrailSport,SUV كبيرة 3 صفوف,55867,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات أمريكية,178000,181560
690,Honda Pilot,2023,TrailSport,SUV كبيرة 3 صفوف,51914,3.5L V6,10-Speed AT,بنزين,برتقالي,مواصفات خليجية (GCC),167500,170850
691,Honda Pilot,2023,Touring,SUV كبيرة 3 صفوف,38872,3.5L V6,10-Speed AT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),201500,205530
692,Honda Pilot,2023,Touring,SUV كبيرة 3 صفوف,53678,3.5L V6,10-Speed AT,بنزين,برتقالي,مواصفات يابانية,191000,194820
693,Honda Pilot,2023,Elite,SUV كبيرة 3 صفوف,35434,3.5L V6,10-Speed AT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),200000,204000
694,Honda Pilot,2023,Elite,SUV كبيرة 3 صفوف,49415,3.5L V6,10-Speed AT,بنزين,بني برونزي,مواصفات خليجية (GCC),198500,202470
695,Honda Pilot,2023,Black Edition,SUV كبيرة 3 صفوف,38223,3.5L V6,10-Speed AT,بنزين,برتقالي,مواصفات أمريكية,238000,242760
696,Honda Pilot,2023,Black Edition,SUV كبيرة 3 صفوف,65703,3.5L V6,10-Speed AT,بنزين,بني برونزي,مواصفات يابانية,215500,219810
697,Honda Pilot,2024,Sport,SUV كبيرة 3 صفوف,35901,3.5L V6,9-Speed AT,بنزين,بيج شامبين,مواصفات خليجية (GCC),157000,160140
698,Honda Pilot,2024,Sport,SUV كبيرة 3 صفوف,42154,3.5L V6,9-Speed AT,بنزين,أزرق داكن,مواصفات يابانية,143500,146370
699,Honda Pilot,2024,EX-L,SUV كبيرة 3 صفوف,28646,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),189000,192780
700,Honda Pilot,2024,EX-L,SUV كبيرة 3 صفوف,29241,3.5L V6,9-Speed AT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),164500,167790
701,Honda Pilot,2024,TrailSport,SUV كبيرة 3 صفوف,36475,3.5L V6,10-Speed AT,بنزين,أبيض لؤلؤي,مواصفات أمريكية,218000,222360
702,Honda Pilot,2024,TrailSport,SUV كبيرة 3 صفوف,35620,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),217000,221340
703,Honda Pilot,2024,Touring,SUV كبيرة 3 صفوف,28645,3.5L V6,10-Speed AT,بنزين,بيج شامبين,مواصفات خليجية (GCC),218500,222870
704,Honda Pilot,2024,Touring,SUV كبيرة 3 صفوف,38846,3.5L V6,10-Speed AT,بنزين,أبيض ثلجي,مواصفات أمريكية,224500,228990
705,Honda Pilot,2024,Elite,SUV كبيرة 3 صفوف,39796,3.5L V6,10-Speed AT,بنزين,برتقالي,مواصفات يابانية,234000,238680
706,Honda Pilot,2024,Elite,SUV كبيرة 3 صفوف,41827,3.5L V6,10-Speed AT,بنزين,أسود معدني,مواصفات خليجية (GCC),212000,216240
707,Honda Pilot,2024,Black Edition,SUV كبيرة 3 صفوف,24651,3.5L V6,10-Speed AT,بنزين,بني برونزي,مواصفات خليجية (GCC),249000,253980
708,Honda Pilot,2024,Black Edition,SUV كبيرة 3 صفوف,34673,3.5L V6,10-Speed AT,بنزين,أحمر كريستالي,مواصفات يابانية,233500,238170
709,Honda Pilot,2025,Sport,SUV كبيرة 3 صفوف,14719,3.5L V6,9-Speed AT,بنزين,بيج شامبين,مواصفات يابانية,164500,167790
710,Honda Pilot,2025,Sport,SUV كبيرة 3 صفوف,8334,3.5L V6,9-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),162500,165750
711,Honda Pilot,2025,EX-L,SUV كبيرة 3 صفوف,17439,3.5L V6,9-Speed AT,بنزين,بيج شامبين,مواصفات أوروبية,194500,198390
712,Honda Pilot,2025,EX-L,SUV كبيرة 3 صفوف,23082,3.5L V6,9-Speed AT,بنزين,بيج شامبين,مواصفات خليجية (GCC),178000,181560
713,Honda Pilot,2025,TrailSport,SUV كبيرة 3 صفوف,11815,3.5L V6,10-Speed AT,بنزين,برتقالي,مواصفات يابانية,230500,235110
714,Honda Pilot,2025,TrailSport,SUV كبيرة 3 صفوف,15052,3.5L V6,10-Speed AT,بنزين,أبيض ثلجي,مواصفات أوروبية,229000,233580
715,Honda Pilot,2025,Touring,SUV كبيرة 3 صفوف,16503,3.5L V6,10-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),240500,245310
